student_id,week,sleep_hours,study_hours,late_submissions,stress_level,social_activity_freq,emotional_state,exercise_hours,screen_time,burnout_label
STU-EE12899E,7,8.0,3.8,0,4,5,"Had a productive day, feeling accomplished",3.9,6.2,0
STU-EE12899E,8,8.1,3.7,0,2,4,Feeling calm and focused,3.7,5.3,0
STU-EE12899E,9,7.7,2.6,1,2,2,Motivated to study and stay on track,4.3,5.9,0
STU-EE12899E,10,,2.3,0,2,6,Feeling confident about exams,4.6,5.4,0
STU-EE12899E,11,6.9,2.9,0,3,5,Feeling great and motivated today,4.2,5.7,0
STU-EE12899E,12,8.0,3.0,0,2,5,Happy and well-rested,5.0,6.5,0
STU-1AFCC0F0,1,7.7,6.9,0,5,4,Enjoying the learning process,3.6,7.4,0
STU-1AFCC0F0,2,7.0,4.8,2,5,5,Things are manageable but not exciting,4.0,7.3,0
STU-1AFCC0F0,3,6.6,5.0,2,4,4,Struggling to concentrate on anything,3.3,6.1,0
STU-1AFCC0F0,4,6.3,5.6,2,6,3,Just getting by day to day,3.4,7.9,1
STU-1AFCC0F0,5,6.0,5.5,2,5,4,Feeling numb and disconnected,3.2,8.0,1
STU-1AFCC0F0,6,6.3,5.6,3,6,3,Just getting by day to day,2.5,8.3,1
STU-1AFCC0F0,7,5.2,5.3,2,5,3,Lost all motivation to study,2.5,9.7,1
STU-1AFCC0F0,8,5.9,7.2,2,6,2,"Can't sleep well, too much anxiety",2.4,8.4,1
STU-1AFCC0F0,9,5.0,6.1,4,6,2,"Can't sleep well, too much anxiety",2.9,8.9,1
STU-1AFCC0F0,10,4.9,4.7,3,7,2,Feeling overwhelmed with assignments,1.9,8.7,2
STU-1AFCC0F0,11,5.7,5.0,4,7,1,Feeling isolated and lonely,2.0,9.5,2
STU-1AFCC0F0,12,5.8,4.8,4,8,2,Feeling numb and disconnected,2.2,10.3,2
STU-AB5E5D99,1,6.4,9.6,1,6,4,"Neither good nor bad, just normal",1.8,6.7,1
STU-AB5E5D99,2,6.2,9.3,2,5,2,"Routine day, nothing remarkable",2.0,7.7,1
STU-AB5E5D99,3,6.9,7.9,1,3,3,"Feeling okay, nothing special",2.5,7.0,0
STU-AB5E5D99,4,6.7,7.8,1,6,4,Feeling overwhelmed with assignments,1.7,7.3,1
STU-AB5E5D99,5,,9.0,1,5,5,"Neither good nor bad, just normal",2.4,7.2,0
STU-AB5E5D99,6,6.7,8.4,0,5,3,Things are manageable but not exciting,1.7,7.5,1
STU-AB5E5D99,7,8.3,10.7,1,6,4,"Good energy, looking forward to classes",1.7,6.9,1
STU-AB5E5D99,8,6.6,8.9,1,4,5,"Average day, going through the motions",1.5,7.3,0
STU-AB5E5D99,9,6.1,7.2,2,4,3,Happy and well-rested,2.2,7.7,1
STU-AB5E5D99,10,7.2,6.6,1,5,4,"Routine day, nothing remarkable",2.2,7.5,0
STU-AB5E5D99,11,6.2,6.7,1,7,4,Motivated to study and stay on track,2.9,8.8,1
STU-AB5E5D99,12,8.3,8.8,0,7,4,"Feeling okay, nothing special",1.8,8.1,1
STU-2DBD8E0F,1,6.2,5.2,0,3,4,Enjoying the learning process,3.2,2.8,0
STU-2DBD8E0F,2,8.1,3.5,0,3,3,Feeling balanced and in control,4.0,2.0,0
STU-2DBD8E0F,3,6.9,4.3,0,4,3,Feeling calm and focused,3.2,3.7,0
STU-2DBD8E0F,4,7.3,2.6,0,3,5,Excited about upcoming projects,3.6,3.3,0
STU-2DBD8E0F,5,7.1,3.9,0,2,4,"Good energy, looking forward to classes",3.4,2.1,0
STU-2DBD8E0F,6,7.4,4.8,0,3,2,Happy and well-rested,3.5,3.2,0
STU-2DBD8E0F,7,8.1,4.0,0,3,4,Feeling great and motivated today,4.6,3.0,0
STU-2DBD8E0F,8,7.4,4.3,0,2,3,Feeling balanced and in control,3.7,2.0,0
STU-2DBD8E0F,9,7.1,3.1,0,3,4,Feeling confident about exams,2.9,2.5,0
STU-2DBD8E0F,10,7.8,4.4,0,2,3,Feeling calm and focused,4.2,2.3,0
STU-2DBD8E0F,11,7.2,5.2,0,2,4,Feeling balanced and in control,3.8,4.5,0
STU-2DBD8E0F,12,7.1,5.1,0,2,4,Happy and well-rested,3.4,2.3,0
STU-FDBC0D21,1,6.6,3.8,1,5,3,"Had a productive day, feeling accomplished",4.3,7.1,1
STU-FDBC0D21,2,5.7,4.8,1,5,3,Just getting by day to day,3.7,9.2,1
STU-FDBC0D21,3,6.9,2.6,0,5,2,Enjoying the learning process,4.1,7.2,0
STU-FDBC0D21,4,6.6,4.4,1,4,4,"Feeling okay, nothing special",4.3,8.0,0
STU-FDBC0D21,5,6.3,3.6,2,4,1,"Routine day, nothing remarkable",3.4,8.3,1
STU-FDBC0D21,6,5.3,2.4,3,6,2,Happy and well-rested,3.9,6.9,1
STU-FDBC0D21,7,5.3,3.9,2,6,1,Struggling to concentrate on anything,3.6,10.1,1
STU-FDBC0D21,8,5.1,5.4,2,6,2,Feeling isolated and lonely,3.1,9.3,1
STU-FDBC0D21,9,5.2,4.5,2,7,1,"Breaking down emotionally, can't handle it",3.2,9.6,2
STU-FDBC0D21,10,5.2,5.1,2,6,2,Feeling overwhelmed with assignments,2.2,8.6,1
STU-FDBC0D21,11,4.2,6.2,3,7,0,Struggling to concentrate on anything,2.9,9.7,2
STU-FDBC0D21,12,6.2,4.9,4,8,0,Lost all motivation to study,2.3,11.7,2
STU-F7C361EC,1,8.3,7.3,0,2,6,"Had a productive day, feeling accomplished",3.8,5.5,0
STU-F7C361EC,2,7.2,6.0,1,2,5,Feeling confident about exams,4.5,6.0,0
STU-F7C361EC,3,7.4,5.0,0,2,5,Feeling calm and focused,5.1,5.5,0
STU-F7C361EC,4,8.0,4.5,0,1,5,"Had a productive day, feeling accomplished",4.1,4.7,0
STU-F7C361EC,5,8.4,4.4,1,3,6,Feeling balanced and in control,5.0,4.6,0
STU-F7C361EC,6,,4.8,0,3,6,Feeling confident about exams,4.8,5.6,0
STU-F7C361EC,7,7.0,4.9,0,2,6,Excited about upcoming projects,4.0,4.3,0
STU-F7C361EC,8,7.7,3.7,0,2,7,Feeling great and motivated today,5.1,4.8,0
STU-F7C361EC,9,7.5,4.3,0,3,6,Feeling confident about exams,4.9,3.9,0
STU-F7C361EC,10,7.0,3.7,0,2,6,Enjoying the learning process,3.8,4.7,0
STU-F7C361EC,11,6.7,4.2,0,2,5,Feeling confident about exams,4.4,4.5,0
STU-F7C361EC,12,7.3,5.3,1,2,6,Excited about upcoming projects,4.7,5.1,0
STU-7249E9A4,1,5.1,13.7,6,8,0,Feeling numb and disconnected,1.3,10.0,2
STU-7249E9A4,2,,12.0,6,9,0,Lost all motivation to study,0.6,11.5,2
STU-7249E9A4,3,5.4,12.3,6,9,0,Too much pressure from all sides,0.4,9.4,2
STU-7249E9A4,4,5.5,11.4,6,10,0,Constantly tired no matter how much I sleep,0.1,12.2,2
STU-7249E9A4,5,5.8,14.0,7,8,0,"Breaking down emotionally, can't handle it",0.5,10.3,2
STU-7249E9A4,6,4.0,11.7,5,7,0,Constantly tired no matter how much I sleep,0.0,9.8,2
STU-7249E9A4,7,5.1,12.7,6,9,0,Too much pressure from all sides,0.4,12.3,2
STU-7249E9A4,8,5.3,9.8,6,9,1,"Can't sleep well, too much anxiety",0.3,10.3,2
STU-7249E9A4,9,5.5,12.6,6,9,0,Lost all motivation to study,0.6,11.3,2
STU-7249E9A4,10,7.0,11.9,6,9,0,"Can't sleep well, too much anxiety",0.0,11.3,2
STU-7249E9A4,11,4.9,12.6,5,8,0,Very stressed about deadlines,0.2,11.0,2
STU-7249E9A4,12,4.4,12.4,6,9,0,"Breaking down emotionally, can't handle it",0.5,10.3,2
STU-A5E1F76F,1,4.0,10.6,4,3,0,Lost all motivation to study,1.0,8.5,2
STU-A5E1F76F,2,5.1,9.3,4,5,1,Constantly tired no matter how much I sleep,1.1,8.6,2
STU-A5E1F76F,3,4.7,11.4,3,4,1,Feeling overwhelmed with assignments,1.5,9.2,1
STU-A5E1F76F,4,4.2,9.1,3,4,3,Feeling isolated and lonely,2.1,8.9,1
STU-A5E1F76F,5,5.7,11.4,5,5,0,Exhausted and burned out from studying,1.4,7.8,2
STU-A5E1F76F,6,5.6,12.2,3,5,1,Feeling overwhelmed with assignments,1.5,9.1,2
STU-A5E1F76F,7,6.4,11.1,3,4,1,"Feeling okay, nothing special",2.0,7.5,1
STU-A5E1F76F,8,5.6,8.6,3,3,1,Feeling indifferent about things,1.7,7.7,1
STU-A5E1F76F,9,6.2,12.3,2,5,2,"Routine day, nothing remarkable",1.9,7.2,1
STU-A5E1F76F,10,5.9,11.6,2,5,3,"Good energy, looking forward to classes",2.8,7.0,1
STU-A5E1F76F,11,7.0,11.1,2,3,1,Feeling great and motivated today,3.1,6.8,1
STU-A5E1F76F,12,7.0,12.3,1,1,2,Feeling calm and focused,2.3,7.2,0
STU-3C9CC9B6,1,7.9,3.4,0,1,7,"Good energy, looking forward to classes",4.7,4.1,0
STU-3C9CC9B6,2,8.3,5.1,2,1,4,Feeling confident about exams,3.2,3.6,0
STU-3C9CC9B6,3,6.9,4.5,1,1,5,Feeling great and motivated today,3.8,4.4,0
STU-3C9CC9B6,4,7.6,4.9,0,1,5,Feeling confident about exams,3.7,3.9,0
STU-3C9CC9B6,5,8.8,4.9,1,1,5,"Good energy, looking forward to classes",4.2,4.9,0
STU-3C9CC9B6,6,8.2,3.9,0,1,6,"Had a productive day, feeling accomplished",3.2,4.9,0
STU-3C9CC9B6,7,7.5,4.2,0,2,5,Feeling confident about exams,4.1,4.1,0
STU-3C9CC9B6,8,9.3,4.1,0,1,6,Happy and well-rested,3.5,2.8,0
STU-3C9CC9B6,9,7.9,5.3,0,1,5,Happy and well-rested,4.0,4.0,0
STU-3C9CC9B6,10,8.7,4.9,0,2,4,Motivated to study and stay on track,4.2,4.2,0
STU-3C9CC9B6,11,7.4,6.5,0,2,5,Happy and well-rested,3.7,4.2,0
STU-3C9CC9B6,12,8.2,5.7,0,1,6,Feeling confident about exams,4.1,3.9,0
STU-AB035F63,1,3.9,10.3,4,8,0,"Can't sleep well, too much anxiety",1.6,14.8,2
STU-AB035F63,2,5.0,9.3,4,9,0,Constantly tired no matter how much I sleep,0.3,14.7,2
STU-AB035F63,3,4.2,8.1,5,7,0,"Breaking down emotionally, can't handle it",1.2,14.4,2
STU-AB035F63,4,3.0,7.5,5,7,0,Constantly tired no matter how much I sleep,0.5,13.0,2
STU-AB035F63,5,5.1,10.8,5,8,0,Struggling to concentrate on anything,0.8,15.6,2
STU-AB035F63,6,4.1,8.7,4,9,0,Lost all motivation to study,0.3,13.7,2
STU-AB035F63,7,4.1,10.6,5,8,0,Dreading going to class,0.6,14.9,2
STU-AB035F63,8,5.0,9.4,5,9,0,Feeling isolated and lonely,0.6,14.8,2
STU-AB035F63,9,5.1,10.3,4,8,0,Lost all motivation to study,0.7,13.1,2
STU-AB035F63,10,4.3,10.2,4,9,0,Very stressed about deadlines,0.9,14.5,2
STU-AB035F63,11,4.7,8.0,4,6,0,"Breaking down emotionally, can't handle it",1.2,14.4,2
STU-AB035F63,12,4.8,9.4,4,8,0,Feeling hopeless about my grades,1.0,13.5,2
STU-0B280B5F,1,5.4,5.0,2,2,5,Feeling balanced and in control,4.6,7.5,0
STU-0B280B5F,2,6.7,3.9,1,4,3,"Can't sleep well, too much anxiety",4.5,5.2,0
STU-0B280B5F,3,5.8,4.0,1,5,4,Just getting by day to day,4.6,5.7,1
STU-0B280B5F,4,4.8,6.5,1,5,2,Feeling confident about exams,4.1,6.6,1
STU-0B280B5F,5,4.8,5.0,1,5,3,Feeling indifferent about things,4.2,5.4,1
STU-0B280B5F,6,5.3,4.2,2,4,3,Things are manageable but not exciting,3.6,8.0,1
STU-0B280B5F,7,4.1,5.5,2,6,3,"Can't sleep well, too much anxiety",4.0,7.4,1
STU-0B280B5F,8,3.9,7.2,3,6,2,"Breaking down emotionally, can't handle it",3.7,7.7,1
STU-0B280B5F,9,5.8,3.0,2,6,1,Constantly tired no matter how much I sleep,3.1,8.0,1
STU-0B280B5F,10,4.2,4.5,2,8,3,Struggling to concentrate on anything,3.0,8.4,2
STU-0B280B5F,11,4.0,5.3,3,7,2,Constantly tired no matter how much I sleep,2.8,7.2,2
STU-0B280B5F,12,3.8,4.4,3,7,3,Feeling overwhelmed with assignments,3.1,9.9,2
STU-681DA6B5,1,7.5,7.3,0,3,5,Feeling confident about exams,2.6,5.8,0
STU-681DA6B5,2,,7.3,0,3,6,Feeling balanced and in control,3.3,4.3,0
STU-681DA6B5,3,7.0,5.3,0,4,5,Happy and well-rested,3.3,5.3,0
STU-681DA6B5,4,7.2,5.5,0,3,5,"Good energy, looking forward to classes",3.3,7.2,0
STU-681DA6B5,5,6.9,5.4,0,3,6,Feeling great and motivated today,3.9,6.1,0
STU-681DA6B5,6,6.4,5.4,0,5,6,"Had a productive day, feeling accomplished",3.2,5.5,0
STU-681DA6B5,7,7.0,4.9,0,3,6,Happy and well-rested,3.8,6.0,0
STU-681DA6B5,8,6.8,5.8,0,3,5,Feeling confident about exams,4.5,5.8,0
STU-681DA6B5,9,6.8,7.8,0,3,6,Enjoying the learning process,3.6,6.2,0
STU-681DA6B5,10,6.8,5.0,0,5,6,Excited about upcoming projects,3.8,5.9,0
STU-681DA6B5,11,8.3,5.7,0,4,4,Feeling great and motivated today,3.0,6.6,0
STU-681DA6B5,12,5.6,4.8,0,3,6,Excited about upcoming projects,3.1,6.4,0
STU-CDA23BD5,1,6.3,4.4,0,4,0,Too much pressure from all sides,3.1,7.5,0
STU-CDA23BD5,2,5.3,7.3,2,3,2,"Feeling okay, nothing special",2.9,7.8,0
STU-CDA23BD5,3,6.5,7.8,2,4,2,Feeling calm and focused,4.1,7.6,1
STU-CDA23BD5,4,5.2,6.7,0,3,2,Just getting by day to day,3.4,8.7,0
STU-CDA23BD5,5,6.8,5.2,1,3,1,"Feeling okay, nothing special",3.5,8.5,0
STU-CDA23BD5,6,6.1,6.5,1,4,1,"Routine day, nothing remarkable",3.4,7.6,1
STU-CDA23BD5,7,6.5,7.3,1,3,2,Struggling to concentrate on anything,3.9,8.8,0
STU-CDA23BD5,8,,5.7,0,4,2,"Average day, going through the motions",3.4,8.0,0
STU-CDA23BD5,9,6.9,6.4,2,3,0,Just getting by day to day,3.0,8.3,0
STU-CDA23BD5,10,6.0,7.0,1,4,3,Feeling indifferent about things,3.7,8.3,0
STU-CDA23BD5,11,6.7,6.6,1,5,2,"Average day, going through the motions",3.2,7.9,1
STU-CDA23BD5,12,6.2,7.1,0,4,1,Excited about upcoming projects,3.2,8.2,0
STU-909D45A9,1,3.0,12.2,4,10,0,Constantly tired no matter how much I sleep,0.2,11.5,2
STU-909D45A9,2,3.4,14.0,4,7,0,Dreading going to class,0.0,10.7,2
STU-909D45A9,3,3.7,14.0,4,8,0,Feeling hopeless about my grades,0.6,10.3,2
STU-909D45A9,4,3.7,12.2,6,10,0,Dreading going to class,0.8,10.7,2
STU-909D45A9,5,3.6,12.8,5,8,0,Very stressed about deadlines,0.8,10.3,2
STU-909D45A9,6,3.0,14.0,5,9,0,Feeling isolated and lonely,0.8,11.6,2
STU-909D45A9,7,3.6,13.6,4,9,1,Lost all motivation to study,0.2,10.0,2
STU-909D45A9,8,3.9,13.9,5,10,0,Feeling isolated and lonely,1.0,11.4,2
STU-909D45A9,9,,13.8,4,9,0,"Breaking down emotionally, can't handle it",0.3,11.5,2
STU-909D45A9,10,3.3,13.6,5,8,0,Constantly tired no matter how much I sleep,0.9,11.0,2
STU-909D45A9,11,3.8,13.2,4,9,0,Exhausted and burned out from studying,0.4,11.2,2
STU-909D45A9,12,4.2,14.0,5,8,1,Feeling anxious about everything,,11.4,2
STU-A2E1711C,1,8.2,4.7,0,2,4,"Good energy, looking forward to classes",4.2,7.1,0
STU-A2E1711C,2,9.2,5.0,0,3,4,Motivated to study and stay on track,4.5,6.2,0
STU-A2E1711C,3,9.2,3.3,0,3,3,Feeling calm and focused,4.8,6.7,0
STU-A2E1711C,4,9.2,4.5,0,4,4,"Had a productive day, feeling accomplished",3.7,5.3,0
STU-A2E1711C,5,8.4,5.9,0,2,4,Excited about upcoming projects,4.7,6.1,0
STU-A2E1711C,6,7.6,4.8,1,2,3,"Had a productive day, feeling accomplished",,4.7,0
STU-A2E1711C,7,9.1,5.7,0,2,3,Motivated to study and stay on track,5.2,5.8,0
STU-A2E1711C,8,9.0,4.2,0,2,3,Excited about upcoming projects,4.6,8.1,0
STU-A2E1711C,9,8.9,4.4,0,3,4,Motivated to study and stay on track,5.0,6.4,0
STU-A2E1711C,10,9.8,4.3,0,2,4,"Had a productive day, feeling accomplished",4.7,6.0,0
STU-A2E1711C,11,9.0,2.9,0,2,3,Feeling confident about exams,4.4,7.3,0
STU-A2E1711C,12,9.1,3.3,0,4,4,Feeling confident about exams,3.9,6.1,0
STU-4A64161E,1,5.3,6.4,1,4,2,Feeling indifferent about things,2.5,7.4,1
STU-4A64161E,2,6.0,8.4,1,4,4,Feeling numb and disconnected,1.8,7.5,0
STU-4A64161E,3,5.9,7.0,2,2,2,Excited about upcoming projects,0.7,7.8,0
STU-4A64161E,4,5.8,8.4,1,4,4,"Doing alright, could be better",0.7,7.5,1
STU-4A64161E,5,5.1,6.5,1,3,4,Feeling calm and focused,1.8,8.2,0
STU-4A64161E,6,5.8,6.2,2,3,5,"Doing alright, could be better",2.3,8.5,0
STU-4A64161E,7,5.7,7.1,2,4,2,"Feeling okay, nothing special",1.0,7.2,1
STU-4A64161E,8,7.0,6.9,2,3,4,Just getting by day to day,1.1,6.2,0
STU-4A64161E,9,5.3,5.6,3,4,3,"Neither good nor bad, just normal",1.3,7.1,1
STU-4A64161E,10,5.4,5.9,2,4,3,"Average day, going through the motions",2.4,8.7,1
STU-4A64161E,11,5.9,6.3,2,3,4,Happy and well-rested,1.9,8.1,0
STU-4A64161E,12,5.9,7.0,2,5,3,"Breaking down emotionally, can't handle it",1.3,7.9,1
STU-6F3F6739,1,3.2,12.8,3,9,0,Constantly tired no matter how much I sleep,1.0,11.8,2
STU-6F3F6739,2,4.0,12.4,2,7,1,Dreading going to class,0.8,14.1,2
STU-6F3F6739,3,3.6,13.5,2,9,0,Feeling hopeless about my grades,,12.6,2
STU-6F3F6739,4,4.5,13.0,3,8,0,Lost all motivation to study,0.6,13.4,2
STU-6F3F6739,5,3.0,13.6,3,7,0,Feeling hopeless about my grades,0.6,13.8,2
STU-6F3F6739,6,4.4,13.6,2,8,0,Feeling numb and disconnected,0.4,15.2,2
STU-6F3F6739,7,4.2,13.2,3,8,0,Feeling anxious about everything,0.5,13.3,2
STU-6F3F6739,8,3.7,11.5,4,8,0,Very stressed about deadlines,0.3,13.5,2
STU-6F3F6739,9,3.8,13.7,3,9,0,"Can't sleep well, too much anxiety",0.3,13.9,2
STU-6F3F6739,10,4.1,13.6,3,9,0,Struggling to concentrate on anything,0.9,12.2,2
STU-6F3F6739,11,3.4,14.0,3,7,0,Too much pressure from all sides,1.3,13.6,2
STU-6F3F6739,12,4.5,14.0,2,8,0,Very stressed about deadlines,0.8,13.2,2
STU-01256285,1,7.7,2.9,0,2,6,Motivated to study and stay on track,4.1,3.6,0
STU-01256285,2,8.2,2.3,0,2,5,Motivated to study and stay on track,4.9,2.9,0
STU-01256285,3,8.0,3.8,0,1,5,Enjoying the learning process,3.7,2.0,0
STU-01256285,4,7.8,4.3,1,1,5,Feeling confident about exams,4.6,4.3,0
STU-01256285,5,6.5,4.1,0,4,4,Excited about upcoming projects,4.2,3.7,0
STU-01256285,6,,3.5,0,3,5,Enjoying the learning process,3.5,4.2,0
STU-01256285,7,8.0,2.7,0,2,6,Feeling balanced and in control,3.5,2.1,0
STU-01256285,8,8.2,3.5,0,2,5,Excited about upcoming projects,4.0,3.1,0
STU-01256285,9,8.9,4.1,0,3,6,Excited about upcoming projects,,2.8,0
STU-01256285,10,7.5,3.1,0,2,6,Happy and well-rested,3.7,3.3,0
STU-01256285,11,7.4,4.4,0,3,4,Enjoying the learning process,3.6,3.2,0
STU-01256285,12,7.8,2.5,0,2,6,Feeling great and motivated today,4.0,4.3,0
STU-33FC9B54,1,4.9,9.7,5,8,0,Feeling numb and disconnected,,13.8,2
STU-33FC9B54,2,5.2,9.7,5,6,0,Very stressed about deadlines,0.6,12.9,2
STU-33FC9B54,3,4.8,9.9,5,7,0,Dreading going to class,0.9,14.1,2
STU-33FC9B54,4,4.5,9.0,6,8,0,"Can't sleep well, too much anxiety",1.0,12.8,2
STU-33FC9B54,5,3.3,10.7,5,7,0,Feeling isolated and lonely,0.7,12.8,2
STU-33FC9B54,6,5.2,10.1,6,6,0,"Can't sleep well, too much anxiety",1.7,13.4,2
STU-33FC9B54,7,4.2,11.1,5,7,0,"Can't sleep well, too much anxiety",0.8,12.7,2
STU-33FC9B54,8,4.8,9.7,6,7,0,Struggling to concentrate on anything,0.6,12.4,2
STU-33FC9B54,9,4.7,9.1,6,7,0,"Breaking down emotionally, can't handle it",1.3,13.3,2
STU-33FC9B54,10,5.2,11.5,5,8,0,Exhausted and burned out from studying,0.8,13.4,2
STU-33FC9B54,11,4.9,10.8,5,7,0,Struggling to concentrate on anything,0.0,12.8,2
STU-33FC9B54,12,4.0,8.6,5,6,0,Dreading going to class,0.4,13.6,2
STU-7B6FC6B1,1,7.5,5.6,0,5,3,Feeling numb and disconnected,3.6,6.5,0
STU-7B6FC6B1,2,7.3,4.9,1,5,3,Feeling calm and focused,3.5,6.1,0
STU-7B6FC6B1,3,7.0,4.1,1,5,2,Feeling indifferent about things,,5.5,1
STU-7B6FC6B1,4,7.6,5.6,1,7,2,"Good energy, looking forward to classes",3.4,8.0,1
STU-7B6FC6B1,5,7.1,4.6,1,7,3,"Average day, going through the motions",2.9,6.7,1
STU-7B6FC6B1,6,6.5,4.0,1,7,2,"Neither good nor bad, just normal",2.8,8.2,1
STU-7B6FC6B1,7,6.4,5.4,2,6,2,Feeling anxious about everything,2.1,7.3,1
STU-7B6FC6B1,8,6.5,5.5,2,6,1,Feeling anxious about everything,3.2,6.5,1
STU-7B6FC6B1,9,6.0,4.7,3,7,1,"Can't sleep well, too much anxiety",2.5,9.1,2
STU-7B6FC6B1,10,6.8,5.5,2,8,1,"Can't sleep well, too much anxiety",2.3,8.7,2
STU-7B6FC6B1,11,5.0,4.6,4,9,2,Too much pressure from all sides,2.4,8.6,2
STU-7B6FC6B1,12,5.4,6.0,2,7,0,Feeling anxious about everything,,9.9,2
STU-0A267127,1,6.5,7.4,2,4,4,Just getting by day to day,4.3,9.5,0
STU-0A267127,2,5.7,7.4,1,5,4,Feeling anxious about everything,4.0,7.5,1
STU-0A267127,3,6.0,9.4,2,5,3,Feeling great and motivated today,3.6,8.7,1
STU-0A267127,4,6.4,8.3,2,4,5,Feeling balanced and in control,4.5,7.5,0
STU-0A267127,5,6.9,9.8,1,4,3,"Doing alright, could be better",3.1,9.0,0
STU-0A267127,6,6.3,8.0,2,3,5,Things are manageable but not exciting,4.0,7.2,0
STU-0A267127,7,6.0,8.3,2,5,4,"Feeling okay, nothing special",3.4,8.6,1
STU-0A267127,8,6.2,6.7,2,3,2,Feeling indifferent about things,4.1,9.1,0
STU-0A267127,9,5.5,8.2,2,4,3,Feeling indifferent about things,3.8,8.5,1
STU-0A267127,10,5.8,6.7,3,4,3,Things are manageable but not exciting,3.8,8.2,1
STU-0A267127,11,5.7,7.9,1,5,4,"Average day, going through the motions",3.1,8.3,1
STU-0A267127,12,5.4,8.2,3,4,5,"Neither good nor bad, just normal",3.7,8.7,1
STU-DC5F286C,1,5.4,6.8,2,5,1,"Routine day, nothing remarkable",1.7,4.7,1
STU-DC5F286C,2,5.8,5.6,1,4,2,Just getting by day to day,1.9,4.6,1
STU-DC5F286C,3,5.2,7.4,2,2,1,Just getting by day to day,2.0,7.6,0
STU-DC5F286C,4,5.3,6.9,2,6,2,Struggling to concentrate on anything,1.7,6.3,1
STU-DC5F286C,5,5.1,5.6,1,4,1,Just getting by day to day,1.5,6.2,1
STU-DC5F286C,6,6.2,5.2,2,5,2,"Can't sleep well, too much anxiety",1.7,6.2,1
STU-DC5F286C,7,4.5,7.3,2,5,1,"Average day, going through the motions",2.3,7.6,1
STU-DC5F286C,8,5.6,6.1,2,4,2,"Routine day, nothing remarkable",1.9,7.3,1
STU-DC5F286C,9,5.0,7.1,1,4,2,Motivated to study and stay on track,1.9,6.6,1
STU-DC5F286C,10,5.1,6.6,2,4,2,"Average day, going through the motions",1.9,5.4,1
STU-DC5F286C,11,5.4,7.4,1,5,2,Happy and well-rested,2.0,8.2,1
STU-DC5F286C,12,6.4,8.2,1,4,2,Feeling hopeless about my grades,1.8,5.2,1
STU-492653E0,1,5.2,7.7,2,6,2,"Neither good nor bad, just normal",,7.6,1
STU-492653E0,2,5.1,8.2,2,6,4,Feeling anxious about everything,3.3,6.4,1
STU-492653E0,3,5.4,6.3,2,7,2,"Doing alright, could be better",3.3,7.1,1
STU-492653E0,4,6.5,6.7,1,7,2,"Routine day, nothing remarkable",3.0,6.7,1
STU-492653E0,5,7.2,6.7,1,8,3,Constantly tired no matter how much I sleep,3.7,6.2,1
STU-492653E0,6,6.2,5.3,2,5,3,Feeling indifferent about things,4.0,5.8,1
STU-492653E0,7,6.9,7.9,2,6,3,"Average day, going through the motions",3.7,8.2,1
STU-492653E0,8,6.7,4.5,1,6,1,Dreading going to class,3.2,6.0,1
STU-492653E0,9,5.8,6.5,1,6,3,"Doing alright, could be better",3.7,6.4,1
STU-492653E0,10,6.6,7.1,1,7,2,Just getting by day to day,3.1,8.4,1
STU-492653E0,11,6.8,6.7,2,6,2,"Good energy, looking forward to classes",3.6,7.1,1
STU-492653E0,12,,5.7,1,6,2,"Routine day, nothing remarkable",4.3,6.8,1
STU-3E126CC0,1,9.3,3.0,1,5,4,"Good energy, looking forward to classes",4.9,5.5,0
STU-3E126CC0,2,9.4,3.8,0,3,5,Enjoying the learning process,4.4,5.7,0
STU-3E126CC0,3,8.8,4.2,0,4,4,Feeling great and motivated today,4.7,4.9,0
STU-3E126CC0,4,7.8,2.4,0,2,4,"Had a productive day, feeling accomplished",4.0,5.5,0
STU-3E126CC0,5,9.2,1.6,1,2,5,Happy and well-rested,4.8,4.4,0
STU-3E126CC0,6,9.2,2.8,0,2,5,Excited about upcoming projects,4.1,4.9,0
STU-3E126CC0,7,8.8,2.9,0,4,4,"Good energy, looking forward to classes",4.6,6.0,0
STU-3E126CC0,8,8.7,2.8,1,3,4,Feeling confident about exams,4.4,6.6,0
STU-3E126CC0,9,8.4,4.7,0,3,5,Happy and well-rested,4.0,5.4,0
STU-3E126CC0,10,9.5,3.3,1,5,5,Feeling confident about exams,3.8,4.8,0
STU-3E126CC0,11,8.9,4.5,1,2,5,Feeling great and motivated today,4.2,5.3,0
STU-3E126CC0,12,8.0,4.8,0,2,4,Happy and well-rested,4.9,4.2,0
STU-BE872A69,1,4.4,11.9,6,8,1,Feeling overwhelmed with assignments,0.7,11.2,2
STU-BE872A69,2,4.5,13.3,6,8,0,Feeling anxious about everything,0.4,10.8,2
STU-BE872A69,3,5.3,12.2,5,7,0,Dreading going to class,0.4,10.1,2
STU-BE872A69,4,4.5,12.2,5,6,0,Exhausted and burned out from studying,1.0,10.9,2
STU-BE872A69,5,5.6,13.0,6,7,1,Struggling to concentrate on anything,0.9,11.2,2
STU-BE872A69,6,5.2,12.3,6,7,0,Dreading going to class,0.0,10.3,2
STU-BE872A69,7,,10.7,6,6,1,Feeling isolated and lonely,0.1,11.3,2
STU-BE872A69,8,4.7,14.0,5,7,0,Very stressed about deadlines,0.2,10.1,2
STU-BE872A69,9,4.9,13.6,5,5,1,Feeling hopeless about my grades,0.7,10.1,2
